ÐòºÅ,Á÷¿Ø×´Ì¬,¸æ¾¯,º½°àºÅ,º½°à×´Ì¬,»úÐÍ,×¢²áºÅ,Ö´ÐÐÈÕÆÚ,Æð·ÉÅÜµÀ,½µÂäÅÜµÀ,³ö·¢µØ,Ä¿µÄµØ,Æð·É»ú³¡,½µÂä»ú³¡,¼Æ»®½µÂä»ú³¡,SOBT,EOBT,TOBT,CTOT,ATOT,ÑÓÎó»ù×¼,COBT,AEGT,AOBT,ËÉÉ²³µ,³ý±ùÊ±³¤,OTOBT,TTOT,SLDT,ELDT,CLDT,ALDT,CTOT²¹³ä,²ÈÉ²³µ,AIBT,ACGT,CPL_RMK,Ñ²º½¸ß¶È,Ñ²º½ËÙ¶È,º½  Â·,·ÅÐÐÑÓÎó»ù×¼,ÑÓÎóÊ±³¤,¼ÆËãÊ¹ÓÃµÄÆð·ÉÊ±¼ä,ÔÊÐíÆð·ÉÑÓÎóÊ±¼ä,×î½üµÄÁ÷¿Ø½áÊøÊ±¼ä,×î½üµÄÁ÷¿Ø¿ªÊ¼Ê±¼ä,¼Æ»®Î¨Ò»±êÊ¶,VIP±ê¼Ç,¹Ø×¢,Á÷¿Ø,ÌØÊâÁ÷¿Ø,»íÃâÁ÷¿ØºÅ,µÈ´ý³Ø/±£»¤³Ø±êÊ¶,²¹°à±ê¼Ç,Ëø¶¨×´Ì¬,Ëø¶¨ÀàÐÍ,¹«Ë¾ºË¶Ô,»ú³¡ºË¶Ô,º½°à¹ÒÆð±êÊ¶,µ÷Ê±±êÊ¶,º½°à»íÃâ±êÊ¶,ÈË¹¤»íÃâÕ¼Á¿,ÈË¹¤»íÃâ²»Õ¼Á¿,ÈË¹¤ÊÜÏÞ,·µº½/±¸½µ±êÊ¶,¸´·É±êÊ¶,¶þ´Î´úÂë,ETD,STOT,µ±Ç°×´Ì¬,ÈÝÁ¿»íÃâ,¼Æ»®ºÅ,µÈ´ý³Ø¹ØÁªÁ÷¿Ø,ÍÆ³ö»úÎ»,½ø¸Û»úÎ»,CTOT¸æ¾¯±êÖ¾,Ç°Ðò·µº½/±¸½µ±êÊ¶,·ÉÐÐÀàÐÍ,ÈË¹¤ÉèÖÃÒþ²Ø,ÊÇ·ñÐèÒª³ý±ù,CTOTÐÞ¸Ä±¸×¢,È¡Ïû±êÊ¶,É¾³ý±ê¼Ç,ÈÎÎñÀàÐÍ,CTOTÐÞ¸ÄÈ¨ÏÞµ¥Î»,ÐÞ¸ÄVIPÏ¯Î»¼¶±ð,Ê±Ï¶½»»»±êÊ¶,¹«Ë¾,
56,0,0,CSN6985,ARR,B38M/M,B1170,20240115,25,3,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÖØÇì/½­±±,ZWWW,ZUCK,ZUCK,2024-1-15 9:05,2024-1-15 9:05,,,2024-1-15 9:12,2.02401E+13,,2.02401E+13,2024-1-15 8:46,2.02401E+13,0,2024-1-15 8:52,2024-1-15 9:12,2024-1-15 12:55,2024-1-15 12:48,,2024-1-15 13:02,0,,,,,S0950,K0785,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 ELPAN/K0821S0890 B330 OVRAL W242 OLBAS/K0754S0690 W242 SANUK/K0772S0660 W180 AKBEK,,-1080,2024-1-15 9:12,25,,,50ed3bb4eb504eda97d062563586e83f,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A7416,2024-1-15 9:25,2024-1-15 9:25,ARR,,55620,,24,338,,0,S,0,1,,N,N,W/Z,,0,,CSN,
57,0,0,GCR7577,OVE,A20N/M,B32DA,20240115,25,34R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ìì½ò/±õº£,ZWWW,ZBTJ,ZBTJ,2024-1-15 9:15,2024-1-15 9:15,,,2024-1-15 9:40,2.02401E+13,,2.02401E+13,2024-1-15 9:06,2.02401E+13,0,2024-1-15 9:02,2024-1-15 9:18,2024-1-15 12:47,2024-1-15 13:02,,2024-1-15 13:20,0,2.02401E+13,,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,,0,2024-1-15 9:40,25,,,8761f0105c4140ea9018ee841a56bf7b,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2320,2024-1-15 9:31,2024-1-15 9:31,ARR,,62730,,1,213,,0,S,0,1,,N,N,W/Z,,0,,GCR,
58,0,0,CSN6959,OVE,B738/M,B5761,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 9:15,2024-1-15 9:15,,2024-1-15 9:29,2024-1-15 9:33,2.02401E+13,2024-1-15 9:13,2.02401E+13,2024-1-15 9:02,2.02401E+13,0,2024-1-15 9:02,2024-1-15 9:29,2024-1-15 12:20,2024-1-15 12:19,2024-1-15 12:28,2024-1-15 12:40,0,,,,,S0950,K0814,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0739S0750 W214 HO,,-420,2024-1-15 9:33,25,,,17c0774808f14414aef6b8b5c0a10395,,,,0,,,0,1,,5,5,0,0,0,,,,U,N,A2333,2024-1-15 9:31,2024-1-15 9:31,ARR,,55549,,20,308,,0,S,0,2,,N,N,W/Z,,0,,CSN,
59,0,0,GCR7475,ARR,E190/M,B3155,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿â³µ/¹ê×È,ZWWW,ZWKC,ZWKC,2024-1-15 9:15,2024-1-15 9:15,,,2024-1-15 9:34,2.02401E+13,,,2024-1-15 9:14,2.02401E+13,0,2024-1-15 9:02,2024-1-15 9:17,2024-1-15 10:12,2024-1-15 10:09,,2024-1-15 10:37,0,2.02401E+13,,,,S0920,M075,WUR B215 KABDO W119 P267 H79 XKC,,-360,2024-1-15 9:34,25,,,28eb2720aa91454ea78972b8bec1a8c4,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1027,2024-1-15 9:30,2024-1-15 9:30,ARR,,62705,,150,,,0,S,0,1,,N,N,W/Z,,0,,GCR,
60,0,0,CSN3436,ARR,A320/M,B1690,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹óÑô/Áú¶´±¤,ZWWW,ZUGY,ZUGY,2024-1-15 9:15,2024-1-15 9:15,,,2024-1-15 9:37,2.02401E+13,,2.02401E+13,2024-1-15 9:00,2.02401E+13,0,2024-1-15 9:02,2024-1-15 9:22,2024-1-15 13:22,2024-1-15 12:59,,2024-1-15 13:35,0,2.02401E+13,,2.02401E+13,,S1070,K0818,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 IDBOR/K0797S0690 B330 QNX,,-180,2024-1-15 9:37,25,,,7a252a390a584fba87a3c4948a5f4882,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2332,2024-1-15 9:35,2024-1-15 9:35,ARR,,54529,,33,,,0,S,0,1,,N,N,W/Z,,0,,CSN,
61,0,0,CSN6933,OVE,B738/M,B1953,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºôºÍºÆÌØ/°×Ëþ,ZWWW,ZBHH,ZBHH,2024-1-15 9:20,2024-1-15 9:20,,,2024-1-15 9:44,2.02401E+13,,2.02401E+13,2024-1-15 9:03,2.02401E+13,0,2024-1-15 9:07,2024-1-15 9:25,2024-1-15 12:30,2024-1-15 12:17,,2024-1-15 12:51,0,,,,,S0950,K0816,WUR W190 ADPET W188 GOVSA W66 DKO/K0723S0750 W64 VALNI,,-60,2024-1-15 9:44,25,,,d435c40facee4ae6991acfd464efda12,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2316,2024-1-15 9:38,2024-1-15 9:38,ARR,,55717,,29,5,,0,S,0,1,,N,N,W/Z,,0,,CSN,
62,0,0,CSN6949,OVE,B738/M,B1367,20240115,25,18,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 9:20,2024-1-15 9:20,,,2024-1-15 9:42,2.02401E+13,,2.02401E+13,,2.02401E+13,,2024-1-15 9:07,2024-1-15 9:22,2024-1-15 11:55,2024-1-15 11:44,,2024-1-15 12:08,0,,,,,S0950,K0820,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 P408/K0789S0890 W191 NODID H74 XNN,,-180,2024-1-15 9:42,25,,,b0ade19bfc5b4d75b524b606cd3620ff,,,,0,,,0,0,,5,0,0,0,0,,,,U,N,A2311,2024-1-15 9:35,2024-1-15 9:35,ARR,,55712,,145,111,,0,S,0,0,,N,N,W/Z,,0,,CSN,
63,0,0,CHH7839,OVE,B738/M,B1783,20240115,25,04R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Îäºº/ÌìºÓ,ZWWW,ZHHH,ZHHH,2024-1-15 9:20,2024-1-15 9:20,,,2024-1-15 9:45,2.02401E+13,,,2024-1-15 9:14,2.02401E+13,0,2024-1-15 9:07,2024-1-15 9:22,2024-1-15 13:32,2024-1-15 13:29,,2024-1-15 13:54,0,,2024-1-15 14:02,2.02401E+13,,S1070,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT H132 P234 H36 OLPOV B213 WTM,,0,2024-1-15 9:45,25,,,1beeffb7d21148179c3ef0c0abd0419a,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A7427,2024-1-15 9:35,2024-1-15 9:35,ARR,,47187,,11,312,,0,S,0,1,,N,N,W/Z,,0,,CHH,
64,0,0,CSN6805,ARR,B38M/M,B1165,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 9:20,2024-1-15 9:20,,,2024-1-15 9:41,2.02401E+13,,2.02401E+13,2024-1-15 9:07,2.02401E+13,0,2024-1-15 9:07,2024-1-15 9:26,2024-1-15 11:17,2024-1-15 10:56,,2024-1-15 11:22,0,,,,,S0920,K0782,WUR B215 KABDO W119 AKS W176 KHG,,-240,2024-1-15 9:41,25,,,0d77f0d32d46452aa72926093835c4f3,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1003,2024-1-15 9:39,2024-1-15 9:39,ARR,,56072,,43,,,0,S,0,1,,N,N,W/Z,,0,,CSN,
65,0,0,CSN6995,OVE,B38M/M,B1121,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ºçÇÅ,ZWWW,ZSSS,ZSSS,2024-1-15 9:30,2024-1-15 9:30,,,2024-1-15 9:51,2.02401E+13,,2.02401E+13,2024-1-15 9:16,2.02401E+13,0,2024-1-15 9:17,2024-1-15 9:35,2024-1-15 13:55,2024-1-15 14:00,,2024-1-15 14:24,0,,,,,S0950,K0783,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0808S0890 W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG/K0769S0810 B208 HFE R343 SASAN,,-240,2024-1-15 9:51,25,,,0fbd2b595b164a43b00a9d5c343b0d5a,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2315,2024-1-15 9:48,2024-1-15 9:48,ARR,,55612,,30,265,,0,S,0,1,,N,N,W/Z,,0,,CSN,
66,0,0,CHH7853,OVE,B738/M,B5797,20240115,25,18,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 9:40,2024-1-15 9:40,,,2024-1-15 9:55,2.02401E+13,,2.02401E+13,,2.02401E+13,,2024-1-15 9:27,2024-1-15 9:43,2024-1-15 12:15,2024-1-15 12:10,,2024-1-15 12:27,0,,,,,S1070,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 NODID H74 XNN,,-600,2024-1-15 9:55,25,,,c352a8842aa847c2ac3b460399427c59,,,,0,,,0,0,,5,0,0,0,0,,,,U,N,A2335,2024-1-15 9:56,2024-1-15 9:56,ARR,,47194,,14,107,,0,S,0,0,,N,N,W/Z,,0,,CHH,
67,0,0,CCA2506,ARR,A319/M,B6228,20240115,25,2,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 9:45,2024-1-15 9:45,,,2024-1-15 10:01,2.02401E+13,,,2024-1-15 9:29,,0,2024-1-15 9:32,2024-1-15 9:47,2024-1-15 13:22,2024-1-15 13:04,,2024-1-15 13:38,0,2.02401E+13,,,,S1010,K0824,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 MEXAD,,-540,2024-1-15 10:01,25,,,43b23279b88c4065916deae5ffc10db3,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2305,2024-1-15 10:00,2024-1-15 10:00,ARR,,40786,,10,,,U,S,0,1,,N,N,W/Z,,0,,CCA,
68,0,0,CSN6813,ARR,B737/M,B5291,20240115,25,29,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºÍÌï/À¥¸Ô,ZWWW,ZWTN,ZWTN,2024-1-15 9:50,2024-1-15 9:50,,,2024-1-15 10:07,2.02401E+13,,2.02401E+13,2024-1-15 9:40,2.02401E+13,0,2024-1-15 9:37,2024-1-15 9:57,2024-1-15 11:52,2024-1-15 11:33,,2024-1-15 11:52,0,,,,,S0920,K0772,WUR B215 KABDO W119 LESVI H67 HTN,,-480,2024-1-15 10:07,25,,,1879a35b06cd4bfe9ab72c6d362b97b0,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1001,2024-1-15 10:10,2024-1-15 10:10,ARR,,56145,,25,,,0,S,0,1,,N,N,W/Z,,0,,CSN,
69,0,0,CUH2599,OVE,B738/M,B1570,20240115,25,35L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ÆÖ¶«,ZWWW,ZSPD,ZSPD,2024-1-15 9:55,2024-1-15 9:55,,,2024-1-15 9:57,2.02401E+13,,2.02401E+13,2024-1-15 9:39,2.02401E+13,0,2024-1-15 9:42,2024-1-15 9:57,2024-1-15 14:15,2024-1-15 14:28,,2024-1-15 14:22,0,,2024-1-15 14:34,2.02401E+13,,S1070,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343 SASAN,,-1380,2024-1-15 9:57,25,,,953f1d4e2b1f4598bbf5b33f9ce1198f,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2325,2024-1-15 10:10,2024-1-15 10:10,ARR,,61310,,12,187,,U,S,0,2,,N,N,W/Z,,0,,CUH,
70,0,0,CSN6901,OVE,B788/H,B2735,20240115,25,17R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/´óÐË,ZWWW,ZBAD,ZBAD,2024-1-15 10:00,2024-1-15 10:00,,,2024-1-15 10:14,2.02401E+13,,,2024-1-15 9:47,2.02401E+13,0,2024-1-15 9:47,2024-1-15 10:07,2024-1-15 13:30,2024-1-15 13:10,,2024-1-15 13:19,0,2.02401E+13,,,,S1010,K0849,WUR W190 ADPET W188 GOVSA/K0847S1010 W66 DKO W64 PUKOL/K0698S0510 W64 ELAPU,,-660,2024-1-15 10:14,25,,,0694f809822b432093d4671b60acea6d,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2312,2024-1-15 10:20,2024-1-15 10:20,ARR,,56148,,39,156,,0,S,0,1,,N,N,W/Z,,0,,CSN,
71,0,0,CHH7833,OVE,B738/M,B1997,20240115,25,31,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ì«Ô­/ÎäËÞ,ZWWW,ZBYN,ZBYN,2024-1-15 10:00,2024-1-15 10:00,,,2024-1-15 10:05,2.02401E+13,,2.02401E+13,2024-1-15 9:45,2.02401E+13,0,2024-1-15 9:47,2024-1-15 10:03,2024-1-15 13:25,2024-1-15 13:22,,2024-1-15 13:25,0,,,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD B215 GODON W87 TYN,,-1200,2024-1-15 10:05,25,,,668fa78674374616a77b9143b5f3f2d7,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2334,2024-1-15 10:16,2024-1-15 10:16,ARR,,75615,,13,104,,0,S,0,1,,N,N,W/Z,,0,,CHH,
72,0,0,CSC6516,ARR,A20N/M,B321D,20240115,25,2,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 10:00,2024-1-15 10:00,,,2024-1-15 10:17,2.02401E+13,,2.02401E+13,2024-1-15 9:43,2.02401E+13,0,2024-1-15 9:47,2024-1-15 10:04,2024-1-15 13:32,2024-1-15 13:30,,2024-1-15 13:54,0,2.02401E+13,,2.02401E+13,,S1070,K0780,WUR W190 ADPET/K0791S0950 W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 OMBON/K0798S0810 B330 OVRAL/K0694S0570 B330 MEXAD,,-480,2024-1-15 10:17,25,,,3b44dea45a64400eba81fe156a17c403,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2321,2024-1-15 10:17,2024-1-15 10:17,ARR,,47633,,44,,,0,S,0,1,,N,N,W/Z,,0,,CSC,
73,0,0,CUH2591,ATX,B738/M,B7198,20240115,25,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 10:05,2024-1-15 10:05,,2024-1-15 10:11,2024-1-15 10:12,2.02401E+13,2024-1-15 9:55,2.02401E+13,2024-1-15 9:55,2.02401E+13,0,2024-1-15 9:55,2024-1-15 10:11,2024-1-15 15:00,2024-1-15 15:09,2024-1-15 14:55,2024-1-15 15:08,0,,,,,S1010,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 KWE W181 DUDIT A599 GYA,2.02401E+13,-1080,2024-1-15 10:12,25,,,ebe3af164d2b46b6bf0bdc77b8201aaf,,,,0,,,0,1,0,5,5,0,0,0,,,,U,N,A2303,2024-1-15 10:21,2024-1-15 10:21,ARR,,76915,,15,201,,U,S,0,2,,N,N,W/Z,,0,,CUH,
74,0,0,CSN6800,OVE,A320/M,B6908,20240115,25,34R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ìì½ò/±õº£,ZWWW,ZBTJ,ZBTJ,2024-1-15 10:05,2024-1-15 10:05,,,2024-1-15 10:20,2.02401E+13,,,2024-1-15 9:51,2.02401E+13,0,2024-1-15 9:52,2024-1-15 10:14,2024-1-15 13:42,2024-1-15 13:43,,2024-1-15 13:55,0,2.02401E+13,,2.02401E+13,,S1010,K0817,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,,-600,2024-1-15 10:20,25,,,d43a33baff464da5839a95db589f01c8,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2324,2024-1-15 10:27,2024-1-15 10:27,ARR,,56187,,58,226,,0,S,0,1,,N,N,W/Z,,0,,CSN,
75,0,0,CSN6865,ARR,B38M/M,B1201,20240115,25,27,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,°¢¿ËËÕ/ºìÆìÆÂ,ZWWW,ZWAK,ZWAK,2024-1-15 10:05,2024-1-15 10:05,,,2024-1-15 10:23,2.02401E+13,,2.02401E+13,2024-1-15 9:59,2.02401E+13,0,2024-1-15 9:52,2024-1-15 10:09,2024-1-15 11:27,2024-1-15 11:12,,2024-1-15 11:29,0,,,,,S0840,K0727,WUR B215 KABDO W119 AKS,,-420,2024-1-15 10:23,25,,,7df24a50d89a4507b535afff1ee64b35,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1016,2024-1-15 10:22,2024-1-15 10:22,ARR,,56035,,38,,,U,S,0,1,,N,N,W/Z,,0,,CSN,
76,0,0,CDC8234,ARR,A20N/M,B32CN,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 10:10,2024-1-15 10:10,,,2024-1-15 10:28,2.02401E+13,,,2024-1-15 10:01,,0,2024-1-15 9:57,2024-1-15 10:14,2024-1-15 13:42,2024-1-15 13:35,,2024-1-15 13:59,0,,,,,S0950,K0824,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 MEXAD,,-420,2024-1-15 10:28,25,,,5eb94757e91f41d1b463b2fdf69ac01a,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A7431,2024-1-15 10:27,2024-1-15 10:27,ARR,,41373,,16,,,0,S,0,1,,N,N,W/Z,,0,,CDC,
77,0,0,CSN6973,OVE,B738/M,B1410,20240115,25,18,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 10:25,2024-1-15 10:25,,,2024-1-15 10:30,2.02401E+13,,2.02401E+13,,2.02401E+13,,2024-1-15 10:10,2024-1-15 10:28,2024-1-15 13:05,2024-1-15 12:50,,2024-1-15 13:06,0,,,,,S0950,K0816,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 P408/K0780S0890 W191 NODID H74 XNN,2.02401E+13,-1200,2024-1-15 10:30,25,,,224457b7b3874c86a79e144b1161d2f8,,,,0,,,0,0,,5,0,0,0,0,,,,U,N,A7425,2024-1-15 10:43,2024-1-15 10:43,ARR,,55672,,34,213,,U,S,0,0,,N,N,W/Z,,0,,CSN,
78,0,0,CCA1296,OVE,B38M/M,B1392,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 10:25,2024-1-15 10:25,,,2024-1-15 10:36,2.02401E+13,,2.02401E+13,2024-1-15 10:06,2.02401E+13,0,2024-1-15 10:12,2024-1-15 10:28,2024-1-15 14:00,2024-1-15 13:39,,2024-1-15 14:03,0,2.02401E+13,2024-1-15 14:11,,,S1010,K0833,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,,-840,2024-1-15 10:36,25,,,fa8b71494fe34b19adaa4d1e29d4ff13,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2330,2024-1-15 10:41,2024-1-15 10:41,ARR,,76460,,8,357,,0,S,0,1,,N,N,W/Z,,0,,CCA,
79,0,0,CSN6919,OVE,B788/H,B2788,20240115,25,6,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,º¼ÖÝ/ÏôÉ½,ZWWW,ZSHC,ZSHC,2024-1-15 10:30,2024-1-15 10:30,,2024-1-15 10:36,2024-1-15 10:39,2.02401E+13,2024-1-15 10:17,,2024-1-15 10:21,2.02401E+13,0,2024-1-15 10:17,2024-1-15 10:36,2024-1-15 15:05,2024-1-15 14:48,2024-1-15 14:57,2024-1-15 14:57,0,2.02401E+13,2024-1-15 14:57,,,S1010,K0858,WUR W190 ADPET W188 GOVSA W66 DKO W64 NUTLO/K0856S1010 B208 CGO W129 KAMDA/K0848S1010 W128 FYG B208 HFE R343 UPLEL W95 SAPIN A470 IGRAT,,-960,2024-1-15 10:39,25,,,21bac4891a9b432299bc93ccb38b6117,,,,0,,,0,1,,5,5,0,0,0,,,,U,N,A2322,2024-1-15 10:49,2024-1-15 10:49,ARR,,68720,,41,408,,0,S,0,2,,N,N,W/Z,,0,,CSN,
80,0,0,CSN6895,OVE,B788/H,B2725,20240115,25,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 10:45,2024-1-15 10:45,,2024-1-15 11:01,2024-1-15 10:52,2.02401E+13,2024-1-15 10:45,,2024-1-15 10:36,2.02401E+13,0,2024-1-15 10:30,2024-1-15 10:46,2024-1-15 15:35,2024-1-15 15:30,2024-1-15 15:32,2024-1-15 15:41,0,2.02401E+13,,,,S1010,K0864,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN/K0882S1010 B330 NIXID/K0902S1010 B330 SAMIV/K0891S1010 B330 QNX/K0878S1010 B330 KWE W181 GLB/K0920S1010 W181 DUDIT/K0871S1010 A599 IGIVI/K0806S0750 A599 P93/K0755S0570 A599 GYA,2.02401E+13,-1080,2024-1-15 10:52,25,,,97f1925634be41989d30d9156f91d178,,,,0,,,0,1,0,5,5,0,0,0,,,,U,N,A2327,2024-1-15 11:01,2024-1-15 11:01,ARR,,56141,,23,272,,U,S,0,2,,N,N,W/Z,,0,,CSN,
81,0,0,GCR7535,ARR,E190/M,B3117,20240115,25,24,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÒÁÄþ,ZWWW,ZWYN,ZWYN,2024-1-15 10:50,2024-1-15 10:50,,,2024-1-15 10:54,2.02401E+13,,,2024-1-15 10:33,2.02401E+13,0,2024-1-15 10:37,2024-1-15 10:53,2024-1-15 12:07,2024-1-15 11:41,,2024-1-15 11:53,0,2.02401E+13,,,,S0840,M075,WUR B215 KABDO W119 OGEDI H71 YNN,,-1260,2024-1-15 10:54,25,,,ec31b9eb6cae47089d20c1648ae422b7,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A0664,2024-1-15 11:06,2024-1-15 11:06,ARR,,62641,,3,,,0,S,0,1,,N,N,W/Z,,0,,GCR,
82,0,0,CSN8257,OVE,B38M/M,B1205,20240115,25,9,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,º£¿Ú/ÃÀÀ¼,ZWWW,ZJHK,ZJHK,2024-1-15 10:55,2024-1-15 10:55,,2024-1-15 11:11,2024-1-15 11:12,2.02401E+13,2024-1-15 10:55,2.02401E+13,2024-1-15 10:44,2.02401E+13,0,2024-1-15 10:40,2024-1-15 10:56,2024-1-15 16:22,2024-1-15 15:45,2024-1-15 16:23,2024-1-15 16:21,0,,2024-1-15 16:30,,,S0950,K0788,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 KWE W181 P478/K0860S0920 H68 P479/K0867S0890 R339 UVUNO/K0895S0950 R339 BHY W70 NYB,2.02401E+13,-480,2024-1-15 11:12,25,,,e1551ac5c7ee4f47830223c16b1f9f0c,,,,0,,,0,1,0,5,5,0,0,0,,,,U,N,A7417,2024-1-15 11:11,2024-1-15 11:11,ARR,,182756,,42,36,,U,S,0,2,,N,N,W/Z,,0,,CSN,
83,0,0,CSN6305,OVE,B738/M,B1407,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 10:55,2024-1-15 10:55,2024-1-15 10:35,2024-1-15 11:15,2024-1-15 11:08,2.02401E+13,2024-1-15 10:57,,2024-1-15 10:45,,0,2024-1-15 10:42,2024-1-15 10:53,2024-1-15 14:05,2024-1-15 13:59,2024-1-15 14:15,2024-1-15 14:17,0,,,,,S0950,K0765,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0744S0750 W214 HO,,-720,2024-1-15 11:08,25,,,8f5262bbda584dc2ae9a5a016d715308,,,,0,,,0,1,,5,5,0,0,0,,,,U,N,A2326,2024-1-15 11:13,2024-1-15 11:13,ARR,,77150,,45,307,,U,S,0,1,,N,N,W/Z,,0,,CSN,
